Artist,Title,Label,Path,choruspath
Taylor Swift,...Ready For It?,0,Unpopular/Taylor Swift - …Ready For It.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - …Ready For It.wav
Lil Baby,My Dawg,0,Unpopular/Lil Baby 'My Dawg' (WSHH Exclusive - Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Lil Baby 'My Dawg' (WSHH Exclusive - Official Music Video).wav
Eminem,Believe,0,Unpopular/Eminem - Believe.mp3,Unpopular/RepeatedUnpopularChorus/Eminem - Believe.wav
Luke Combs,When It Rains It Pours,0,Unpopular/Luke Combs - When It Rains It Pours.mp3,Unpopular/RepeatedUnpopularChorus/Luke Combs - When It Rains It Pours.wav
Taylor Swift,Call It What You Want,0,Unpopular/Taylor Swift - Call It What You Want (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Call It What You Want (Lyric Video).wav
XXXTENTACION,Jocelyn Flores,0,Unpopular/XXXTENTACION - Jocelyn Flores (Audio).mp3,Unpopular/RepeatedUnpopularChorus/XXXTENTACION - Jocelyn Flores (Audio).wav
Taylor Swift,Gorgeous,0,Unpopular/Taylor Swift - Gorgeous (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Gorgeous (Lyric Video).wav
Chris Brown,Questions,0,Unpopular/Chris Brown - Questions (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Questions (Official Video).wav
Post Malone,Go Flex,0,Unpopular/Post Malone - Go Flex.mp3,Unpopular/RepeatedUnpopularChorus/Post Malone - Go Flex.wav
Bruno Mars,Versace On The Floor,0,Unpopular/Bruno Mars - Versace on the Floor (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Bruno Mars - Versace on the Floor (Official Music Video).wav
Travis Scott,Butterfly Effect,0,Unpopular/Travis Scott - BUTTERFLY EFFECT.mp3,Unpopular/RepeatedUnpopularChorus/Travis Scott - BUTTERFLY EFFECT.wav
Rascal Flatts,Yours If You Want It,0,Unpopular/Rascal Flatts - Yours If You Want It (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Yours If You Want It (Official Video).wav
Camila Cabello,Crying In The Club,0,Unpopular/Camila Cabello - Crying In The Club (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Camila Cabello - Crying In The Club (Official Video).wav
Chris Brown,Privacy,0,Unpopular/Chris Brown - Privacy (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Privacy (Official Video).wav
Lady Gaga,The Cure,0,Unpopular/Lady Gaga - The Cure (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Lady Gaga - The Cure (Official Audio).wav
Drake,Signs,0,Unpopular/Drake - Signs.mp3,Unpopular/RepeatedUnpopularChorus/Drake - Signs.wav
The Weeknd,Reminder,0,Unpopular/The Weeknd - Reminder (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Reminder (Official Video).wav
Kendrick Lamar,Element.,0,Unpopular/Kendrick Lamar - ELEMENT..mp3,Unpopular/RepeatedUnpopularChorus/Kendrick Lamar - ELEMENT.wav
Lady Gaga,Million Reasons,0,Unpopular/Lady Gaga - Million Reasons (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Lady Gaga - Million Reasons (Official Music Video).wav
Nicki Minaj,Regret In Your Tears,0,Unpopular/Nicki Minaj - Regret In Your Tears.mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Regret In Your Tears.wav
Ed Sheeran,Galway Girl,0,Unpopular/Ed Sheeran - Galway Girl [Official Music Video].mp3,Unpopular/RepeatedUnpopularChorus/Ed Sheeran - Galway Girl [Official Music Video].wav
Future,Draco,0,Unpopular/Future - Draco.mp3,Unpopular/RepeatedUnpopularChorus/Future - Draco.wav
The Weeknd,Party Monster,0,Unpopular/The Weeknd - Party Monster (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Party Monster (Official Video).wav
Ed Sheeran,Dive,0,Unpopular/Ed Sheeran - Dive [Official Audio].mp3,Unpopular/RepeatedUnpopularChorus/Ed Sheeran - Dive [Official Audio].wav
Carrie Underwood,Dirty Laundry,0,Unpopular/Carrie Underwood - Dirty Laundry (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Dirty Laundry (Official Video).wav
The Weeknd,Six Feet Under,0,Unpopular/Six Feet Under.mp3,Unpopular/RepeatedUnpopularChorus/Six Feet Under.wav
Kanye West,Fade,0,Unpopular/Kanye West - Fade (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Kanye West - Fade (Explicit).wav
Rihanna,Sex With Me,0,Unpopular/Sex With Me.mp3,Unpopular/RepeatedUnpopularChorus/Sex With Me.wav
Katy Perry,Rise,0,Unpopular/Katy Perry - Rise (Official).mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - Rise (Official).wav
Carrie Underwood,Church Bells,0,Unpopular/Carrie Underwood - Church Bells (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Church Bells (Official Video).wav
Fetty Wap,Wake Up,0,Unpopular/Fetty Wap - Wake Up [Official Video].mp3,Unpopular/RepeatedUnpopularChorus/Fetty Wap - Wake Up [Official Video].wav
Kanye West,Famous,0,Unpopular/Famous.mp3,Unpopular/RepeatedUnpopularChorus/Famous.wav
Fergie,M.I.L.F. $,0,Unpopular/Fergie - M.I.L.F. $ (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Fergie - M.wav
Drake,Childs Play,0,Unpopular/Drake - Childs Play.mp3,Unpopular/RepeatedUnpopularChorus/Drake - Childs Play.wav
Drake,Summer Sixteen,0,Unpopular/Drake - Summer Sixteen (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Drake - Summer Sixteen (Audio).wav
Carrie Underwood,Heartbeat,0,Unpopular/Carrie Underwood - Heartbeat (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Heartbeat (Official Video).wav
Rascal Flatts,I Like The Sound Of That,0,Unpopular/Rascal Flatts - I Like The Sound Of That (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - I Like The Sound Of That (Official Video).wav
Taylor Swift,New Romantics,0,Unpopular/Taylor Swift - New Romantics.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - New Romantics.wav
The Weeknd,Acquainted,0,Unpopular/The Weeknd - Acquainted (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Acquainted (Official Audio).wav
Justin Bieber,Company,0,Unpopular/Justin Bieber - Company (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Company (Official Music Video).wav
Fetty Wap,Jimmy Choo,0,Unpopular/Fetty Wap - Jimmy Choo [Audio Only].mp3,Unpopular/RepeatedUnpopularChorus/Fetty Wap - Jimmy Choo [Audio Only].wav
Gwen Stefani,Make Me Like You,0,Unpopular/Gwen Stefani - Make Me Like You (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Gwen Stefani - Make Me Like You (Audio).wav
Ariana Grande,Focus,0,Unpopular/Ariana Grande - Focus.mp3,Unpopular/RepeatedUnpopularChorus/Ariana Grande - Focus.wav
Fetty Wap,Again,0,Unpopular/Fetty Wap  - Again [Audio Only].mp3,Unpopular/RepeatedUnpopularChorus/Fetty Wap  - Again [Audio Only].wav
Justin Bieber,I'll Show You,0,Unpopular/Justin Bieber - I'll Show You (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - I'll Show You (Official Music Video).wav
Gwen Stefani,Used To Love You,0,Unpopular/Gwen Stefani - Used To Love You.mp3,Unpopular/RepeatedUnpopularChorus/Gwen Stefani - Used To Love You.wav
Halsey,New Americana,0,Unpopular/Halsey - New Americana.mp3,Unpopular/RepeatedUnpopularChorus/Halsey - New Americana.wav
Drake,Right Hand,0,Unpopular/Drake - Right Hand.mp3,Unpopular/RepeatedUnpopularChorus/Drake - Right Hand.wav
Carrie Underwood,Smoke Break,0,Unpopular/Carrie Underwood - Smoke Break (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Smoke Break (Official Video).wav
Justin Bieber,Purpose,0,Unpopular/Justin Bieber - Purpose (PURPOSE  - The Movement) (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Purpose (PURPOSE  - The Movement) (Official Music Video).wav
Justin Bieber,Mark My Words,0,Unpopular/Justin Bieber - Mark My Words (PURPOSE  - The Movement).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Mark My Words (PURPOSE  - The Movement).wav
Justin Bieber,Life Is Worth Living,0,Unpopular/Justin Bieber - Life is worth living (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Life is worth living (Lyrics).wav
Justin Bieber,Children,0,Unpopular/Justin Bieber - Children (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Children (Lyrics).wav
Chris Brown,Liquor,0,Unpopular/Chris Brown - Liquor.mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Liquor.wav
Justin Bieber,Been You,0,Unpopular/Been You.mp3,Unpopular/RepeatedUnpopularChorus/Been You.wav
One Direction,If I Could Fly,0,Unpopular/One Direction - If I Could Fly (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - If I Could Fly (Audio).wav
One Direction,Olivia,0,Unpopular/Olivia - One Direction (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Olivia - One Direction (Lyrics).wav
Justin Bieber,Get Used To It,0,Unpopular/Get Used To It.mp3,Unpopular/RepeatedUnpopularChorus/Get Used To It.wav
One Direction,A.M.,0,Unpopular/A.M. - One Direction (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/A.wav
Fetty Wap,RGF Island,0,Unpopular/Fetty Wap - RGF Island [Audio Only].mp3,Unpopular/RepeatedUnpopularChorus/Fetty Wap - RGF Island [Audio Only].wav
One Direction,Temporary Fix,0,Unpopular/One Direction - Temporary Fix (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Temporary Fix (Audio).wav
Justin Bieber,Trust,0,Unpopular/Trust.mp3,Unpopular/RepeatedUnpopularChorus/Trust.wav
One Direction,Never Enough,0,Unpopular/One Direction - Never Enough (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Never Enough (Audio).wav
Maroon 5,This Summer's Gonna Hurt...,0,Unpopular/Maroon 5 - This Summer's Gonna Hurt Like A Motherf_r (Explicit) (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Maroon 5 - This Summer's Gonna Hurt Like A Motherf_r (Explicit) (Official Music Video).wav
Nicki Minaj,The Night Is Still Young,0,Unpopular/Nicki Minaj - The Night Is Still Young.mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - The Night Is Still Young.wav
Future,Commas,0,Unpopular/Future - F_ck Up Some Commas (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Future - F_ck Up Some Commas (Official Music Video).wav
Carrie Underwood,Little Toy Guns,0,Unpopular/Carrie Underwood - Little Toy Guns (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Little Toy Guns (Official Video).wav
Kendrick Lamar,Alright,0,Unpopular/Kendrick Lamar - Alright.mp3,Unpopular/RepeatedUnpopularChorus/Kendrick Lamar - Alright.wav
twenty one pilots,Tear In My Heart,0,Unpopular/twenty one pilots - Tear In My Heart [OFFICIAL VIDEO].mp3,Unpopular/RepeatedUnpopularChorus/twenty one pilots - Tear In My Heart [OFFICIAL VIDEO].wav
Drake,Energy,0,Unpopular/Drake - Energy.mp3,Unpopular/RepeatedUnpopularChorus/Drake - Energy.wav
Imagine Dragons,I Bet My Life,0,Unpopular/Imagine Dragons - I Bet My Life.mp3,Unpopular/RepeatedUnpopularChorus/Imagine Dragons - I Bet My Life.wav
Drake,Know Yourself,0,Unpopular/Know Yourself.mp3,Unpopular/RepeatedUnpopularChorus/Know Yourself.wav
Kendrick Lamar,King Kunta,0,Unpopular/Kendrick Lamar - King Kunta.mp3,Unpopular/RepeatedUnpopularChorus/Kendrick Lamar - King Kunta.wav
Drake,Legend,0,Unpopular/Legend.mp3,Unpopular/RepeatedUnpopularChorus/Legend.wav
Kendrick Lamar,The Blacker The Berry,0,Unpopular/The Blacker The Berry.mp3,Unpopular/RepeatedUnpopularChorus/The Blacker The Berry.wav
Drake,10 Bands,0,Unpopular/10 Bands.mp3,Unpopular/RepeatedUnpopularChorus/10 Bands.wav
twenty one pilots,Fairly Local,0,Unpopular/twenty one pilots - Fairly Local [OFFICIAL VIDEO].mp3,Unpopular/RepeatedUnpopularChorus/twenty one pilots - Fairly Local [OFFICIAL VIDEO].wav
Carrie Underwood,Something In The Water,0,Unpopular/Carrie Underwood - Something in the Water (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Something in the Water (Official Video).wav
Fergie,L.A.LOVE (la la),0,Unpopular/Fergie - L.A.LOVE (la la) ft. YG (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Fergie - L.wav
One Direction,Steal My Girl,0,Unpopular/One Direction - Steal My Girl.mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Steal My Girl.wav
The Weeknd,Often,0,Unpopular/The Weeknd - Often (NSFW) (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Often (NSFW) (Official Video).wav
Kendrick Lamar,i,0,Unpopular/Kendrick Lamar - i (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Kendrick Lamar - i (Official Video).wav
Gwen Stefani,Baby Don't Lie,0,Unpopular/Gwen Stefani - Baby Don't Lie.mp3,Unpopular/RepeatedUnpopularChorus/Gwen Stefani - Baby Don't Lie.wav
Katy Perry,This Is How We Do,0,Unpopular/Katy Perry - This Is How We Do (Official).mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - This Is How We Do (Official).wav
One Direction,Stockholm Syndrome,0,Unpopular/One Direction - Stockholm Syndrome (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Stockholm Syndrome (Audio).wav
Nicki Minaj,Pills N Potions,0,Unpopular/Nicki Minaj - Pills N Potions (Official).mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Pills N Potions (Official).wav
Pharrell Williams,Come Get It Bae,0,Unpopular/Pharrell Williams - Come Get It Bae (Video).mp3,Unpopular/RepeatedUnpopularChorus/Pharrell Williams - Come Get It Bae (Video).wav
Usher,Good Kisser,0,Unpopular/Usher - Good Kisser (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Usher - Good Kisser (Official Video).wav
Bruno Mars,Young Girls,0,Unpopular/Bruno Mars - Young Girls (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Bruno Mars - Young Girls (Official Audio).wav
Rascal Flatts,Rewind,0,Unpopular/Rascal Flatts - Rewind (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Rewind (Official Video).wav
Coldplay,Magic,0,Unpopular/Coldplay - Magic (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Coldplay - Magic (Official Video).wav
Imagine Dragons,On Top Of The World,0,Unpopular/Imagine Dragons - On Top Of The World (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Imagine Dragons - On Top Of The World (Official Music Video).wav
Katy Perry,Unconditionally,0,Unpopular/Katy Perry - Unconditionally (Official).mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - Unconditionally (Official).wav
Beyonce,XO,0,Unpopular/Beyoncé - XO (Video).mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - XO (Video).wav
Drake,The Language,0,Unpopular/Drake - The Language (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Drake - The Language (Explicit).wav
Justin Timberlake,TKO,0,Unpopular/Justin Timberlake - TKO (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Timberlake - TKO (Official Video).wav
Justin Bieber,All That Matters,0,Unpopular/Justin Bieber - All That Matters (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - All That Matters (Official Audio).wav
Kanye West,Bound 2,0,Unpopular/Kanye West - Bound 2 (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Kanye West - Bound 2 (Explicit).wav
Future,Honest,0,Unpopular/Future - Honest.mp3,Unpopular/RepeatedUnpopularChorus/Future - Honest.wav
Britney Spears,Perfume,0,Unpopular/Britney Spears - Perfume (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Perfume (Official Video).wav
Drake,Worst Behavior,0,Unpopular/Drake - Worst Behavior.mp3,Unpopular/RepeatedUnpopularChorus/Drake - Worst Behavior.wav
Daughtry,Waiting For Superman,0,Unpopular/Daughtry - Waiting for Superman (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Daughtry - Waiting for Superman (Official Video).wav
Eminem,Survival,0,Unpopular/Eminem - Survival (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Eminem - Survival (Explicit).wav
One Direction,Diana,0,Unpopular/One Direction - Diana (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Diana (Audio).wav
One Direction,Midnight Memories,0,Unpopular/One Direction - Midnight Memories.mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Midnight Memories.wav
Rihanna,What Now,0,Unpopular/Rihanna - What Now (Official).mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - What Now (Official).wav
Bruno Mars,Gorilla,0,Unpopular/Bruno Mars - Gorilla (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Bruno Mars - Gorilla (Official Music Video).wav
One Direction,Strong,0,Unpopular/One Direction - Strong (Audio).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Strong (Audio).wav
Britney Spears,Work B**ch!,0,Unpopular/Britney Spears - Work B_ch (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Work B_ch (Official Music Video).wav
Ariana Grande,Last Christmas,0,Unpopular/Ariana Grande - Last Christmas (Lyrics) _ Last Christmas I gave you my heart.mp3,Unpopular/RepeatedUnpopularChorus/Ariana Grande - Last Christmas (Lyrics) _ Last Christmas I gave you my heart.wav
Justin Timberlake,Take Back The Night,0,Unpopular/Justin Timberlake - Take Back the Night (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Timberlake - Take Back the Night (Official Video).wav
Britney Spears,Ooh La La,0,Unpopular/Britney Spears - Ooh La La (From The Smurfs 2).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Ooh La La (From The Smurfs 2).wav
Avril Lavigne,Here's To Never Growing Up,0,Unpopular/Avril Lavigne - Here's to Never Growing Up.mp3,Unpopular/RepeatedUnpopularChorus/Avril Lavigne - Here's to Never Growing Up.wav
Chris Brown,Fine China,0,Unpopular/Chris Brown - Fine China (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Fine China (Official Video).wav
Carrie Underwood,Two Black Cadillacs,0,Unpopular/Carrie Underwood - Two Black Cadillacs (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Two Black Cadillacs (Official Video).wav
One Direction,Kiss You,0,Unpopular/One Direction - Kiss You (Official).mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Kiss You (Official).wav
Justin Timberlake,Pusher Love Girl,0,Unpopular/Justin Timberlake - Pusher Love Girl.mp3,Unpopular/RepeatedUnpopularChorus/Justin Timberlake - Pusher Love Girl.wav
Future,Neva End,0,Unpopular/Future - Neva End (Remix) (Official Music Video) ft. Kelly Rowland.mp3,Unpopular/RepeatedUnpopularChorus/Future - Neva End (Remix) (Official Music Video) ft.wav
Ke$ha,C'mon,0,Unpopular/Ke$ha - C'Mon (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Ke$ha - C'Mon (Official Lyric Video).wav
Kendrick Lamar,"Bitch, Don't Kill My Vibe",0,"Unpopular/Kendrick Lamar - Bitch, Don't Kill My Vibe (Explicit).mp3","Unpopular/RepeatedUnpopularChorus/Kendrick Lamar - Bitch, Don't Kill My Vibe (Explicit).wav"
Rascal Flatts,Changed,0,Unpopular/Rascal Flatts - Changed (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Changed (Official Video).wav
Nicki Minaj,Va Va Voom,0,Unpopular/Nicki Minaj - Va Va Voom (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Va Va Voom (Explicit).wav
One Direction,Little Things,0,Unpopular/One Direction - Little Things.mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Little Things.wav
The Weeknd,Wicked Games,0,Unpopular/The Weeknd - Wicked Games (Official Video - Explicit).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Wicked Games (Official Video - Explicit).wav
Chris Brown,Don't Judge Me,0,Unpopular/Chris Brown - Don't Judge Me.mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Don't Judge Me.wav
Adele,Skyfall,0,Unpopular/Adele - Skyfall (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Skyfall (Lyric Video).wav
One Direction,Live While We're Young,0,Unpopular/One Direction - Live While We're Young.mp3,Unpopular/RepeatedUnpopularChorus/One Direction - Live While We're Young.wav
Taylor Swift,Begin Again,0,Unpopular/Taylor Swift - Begin Again.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Begin Again.wav
Future,Turn On The Lights,0,Unpopular/Future - Turn On The Lights (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Future - Turn On The Lights (Official Music Video).wav
Rascal Flatts,Come Wake Me Up,0,Unpopular/Rascal Flatts - Come Wake Me Up (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Come Wake Me Up (Official Music Video).wav
Beyonce,Dance For You,0,Unpopular/Beyoncé - Dance for You (Video).mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Dance for You (Video).wav
One Direction,One Thing,0,Unpopular/One Direction - One Thing.mp3,Unpopular/RepeatedUnpopularChorus/One Direction - One Thing.wav
Taylor Swift,Eyes Open,0,Unpopular/Taylor Swift - Eyes Open (Lyric Version).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Eyes Open (Lyric Version).wav
Taylor Swift,Ours,0,Unpopular/Taylor Swift - Ours.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Ours.wav
Rascal Flatts,Banjo,0,Unpopular/Rascal Flatts - Banjo (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Banjo (Official Music Video).wav
LMFAO,Sorry For Party Rocking,0,Unpopular/LMFAO - Sorry For Party Rocking.mp3,Unpopular/RepeatedUnpopularChorus/LMFAO - Sorry For Party Rocking.wav
Justin Bieber,Mistletoe,0,Unpopular/Justin Bieber - Mistletoe (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Mistletoe (Official Music Video).wav
Lady Gaga,Marry The Night,0,Unpopular/Lady Gaga - Marry The Night (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Lady Gaga - Marry The Night (Official Music Video).wav
Nickelback,When We Stand Together,0,Unpopular/Nickelback - When We Stand Together.mp3,Unpopular/RepeatedUnpopularChorus/Nickelback - When We Stand Together.wav
Avril Lavigne,Wish You Were Here,0,Unpopular/Avril Lavigne - Wish You Were Here (Video).mp3,Unpopular/RepeatedUnpopularChorus/Avril Lavigne - Wish You Were Here (Video).wav
Lil Wayne,Blunt Blowin,0,Unpopular/Lil Wayne - Blunt Blowin (Visualizer).mp3,Unpopular/RepeatedUnpopularChorus/Lil Wayne - Blunt Blowin (Visualizer).wav
Beyonce,Countdown,0,Unpopular/Beyoncé - Countdown (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Countdown (Official Video).wav
Nicki Minaj,Stupid Hoe,0,Unpopular/Nicki Minaj - Stupid Hoe (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Stupid Hoe (Explicit).wav
Taylor Swift,If This Was A Movie,0,Unpopular/Taylor Swift - If This Was a Movie (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - If This Was a Movie (Lyrics).wav
Taylor Swift,Sparks Fly,0,Unpopular/Taylor Swift - Sparks Fly.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Sparks Fly.wav
Drake,Hate Sleeping Alone,0,Unpopular/Hate Sleeping Alone - Drake _ Lyrics On Screen [HD].mp3,Unpopular/RepeatedUnpopularChorus/Hate Sleeping Alone - Drake _ Lyrics On Screen [HD].wav
Britney Spears,Criminal,0,Unpopular/Britney Spears - Criminal (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Criminal (Official Video).wav
Drake,Shot For Me,0,Unpopular/Shot For Me.mp3,Unpopular/RepeatedUnpopularChorus/Shot For Me.wav
Rihanna,California King Bed,0,Unpopular/Rihanna - California King Bed.mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - California King Bed.wav
Taylor Swift,Mean,0,Unpopular/Taylor Swift - Mean.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Mean.wav
Rihanna,Man Down,0,Unpopular/Rihanna - Man Down.mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - Man Down.wav
Maroon 5,Never Gonna Leave This Bed,0,Unpopular/Maroon 5 - Never Gonna Leave This Bed (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Maroon 5 - Never Gonna Leave This Bed (Official Music Video).wav
Drake,Marvins Room,0,Unpopular/Marvins Room.mp3,Unpopular/RepeatedUnpopularChorus/Marvins Room.wav
Avril Lavigne,Smile,0,Unpopular/Avril Lavigne - Smile (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Avril Lavigne - Smile (Official Music Video).wav
Taylor Swift,The Story Of Us,0,Unpopular/Taylor Swift - The Story Of Us.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - The Story Of Us.wav
Rascal Flatts,I Won't Let Go,0,Unpopular/Rascal Flatts - I Won't Let Go (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - I Won't Let Go (Official Video).wav
Nicki Minaj,Did It On'em,0,Unpopular/Nicki Minaj - Did It On Em (Explicit).mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Did It On Em (Explicit).wav
Chris Brown,No BS,0,Unpopular/Chris Brown - No Bullshit (Official HD Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - No Bullshit (Official HD Video).wav
Nicki Minaj,Right Thru Me,0,Unpopular/Nicki Minaj - Right Thru Me (Clean Version) (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - Right Thru Me (Clean Version) (Official Music Video).wav
Carrie Underwood,Mama's Song,0,Unpopular/Carrie Underwood - Mama's Song (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Mama's Song (Official Video).wav
Rascal Flatts,Why Wait,0,Unpopular/Why Wait - Rascal Flatts - Lyrics.mp3,Unpopular/RepeatedUnpopularChorus/Why Wait - Rascal Flatts - Lyrics.wav
Daughtry,September,0,Unpopular/Daughtry - September (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Daughtry - September (Official Music Video).wav
Akon,Angel,0,Unpopular/Angel.mp3,Unpopular/RepeatedUnpopularChorus/Angel.wav
Ne-Yo,One In A Million,0,Unpopular/Ne-Yo - One In A Million (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Ne-Yo - One In A Million (Official Music Video).wav
Ne-Yo,Beautiful Monster,0,Unpopular/Ne-Yo - Beautiful Monster (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Ne-Yo - Beautiful Monster (Official Music Video).wav
